Description,Name
Percent of not-first-generation students who were still enrolled at original institution within 3 years,title_iv.not_first_gen.still_enrolled_by.3yrs
Percent of not-first-generation students who transferred to a 4-year institution and were still enrolled within 3 years,title_iv.not_first_gen.transf_still_enrolled_4yr_by.3yrs
Percent of not-first-generation students who transferred to a 2-year institution and were still enrolled within 3 years,title_iv.not_first_gen.transf_still_enrolled_2yr_by.3yrs
Percent of not-first-generation students with status unknown within 3 years at original institution,title_iv.not_first_gen.unknown_by.3yrs
Percent of not-first-generation students who transferred to a 4-year institution and whose status is unknown within 3 years,title_iv.not_first_gen.transf_unknown_4yr_by.3yrs
Percent of not-first-generation students who transferred to a 2-year institution and whose status is unknown within 3 years,title_iv.not_first_gen.transf_unknown_2yr_by.3yrs
Percent died within 4 years at original institution,title_iv.died_by.4yrs
Percent completed within 4 years at original institution,title_iv.completed_by.4yrs
Percent who transferred to a 4-year institution and completed within 4 years,title_iv.transf_completed_4yr_by.4yrs
Percent who transferred to a 2-year institution and completed within 4 years,title_iv.transf_completed_2yr_by.4yrs
Percent withdrawn from original institution within 4 years,title_iv.withdrawn_by.4yrs
Percent who transferred to a 4-year institution and withdrew within 4 years,title_iv.transf_withdrawn_4yr_by.4yrs
Percent who transferred to a 2-year institution and withdrew within 4 years,title_iv.transf_withdrawn_2yr_by.4yrs
Percent still enrolled at original institution within 4 years,title_iv.still_enrolled_by.4yrs
Percent who transferred to a 4-year institution and were still enrolled within 4 years,title_iv.transf_still_enrolled_4yr_by.4yrs
Percent who transferred to a 2-year institution and were still enrolled within 4 years,title_iv.transf_still_enrolled_2yr_by.4yrs
Percent with status unknown within 4 years at original institution,title_iv.unknown_by.4yrs
Percent who transferred to a 4-year institution and whose status is unknown within 4 years,title_iv.transf_unknown_4yr_by.4yrs
Percent who transferred to a 2-year institution and whose status is unknown within 4 years,title_iv.transf_unknown_2yr_by.4yrs
"Percent of low-income (less than $30,000 in nominal family income) students who died within 4 years at original institution",title_iv.low_inc.died_by.4yrs
"Percent of low-income (less than $30,000 in nominal family income) students who completed within 4 years at original institution",title_iv.low_inc.completed_by.4yrs
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and completed within 4 years",title_iv.low_inc.transf_completed_4yr_by.4yrs
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and completed within 4 years",title_iv.low_inc.transf_completed_2yr_by.4yrs
"Percent of low-income (less than $30,000 in nominal family income) students withdrawn from original institution within 4 years",title_iv.low_inc.withdrawn_by.4yrs
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 4 years",title_iv.low_inc.transf_withdrawn_4yr_by.4yrs
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 4 years",title_iv.low_inc.transf_withdrawn_2yr_by.4yrs
"Percent of low-income (less than $30,000 in nominal family income) students who were still enrolled at original institution within 4 years",title_iv.low_inc.still_enrolled_by.4yrs
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 4 years",title_iv.low_inc.transf_still_enrolled_4yr_by.4yrs
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 4 years",title_iv.low_inc.transf_still_enrolled_2yr_by.4yrs
"Percent of low-income (less than $30,000 in nominal family income) students with status unknown within 4 years at original institution",title_iv.low_inc.unknown_by.4yrs
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 4 years",title_iv.low_inc.transf_unknown_4yr_by.4yrs
"Percent of low-income (less than $30,000 in nominal family income) students who transferred to a 2-year institution and whose status is unknown within 4 years",title_iv.low_inc.transf_unknown_2yr_by.4yrs
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who died within 4 years at original institution",title_iv.mid_inc.died_by.4yrs
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who completed within 4 years at original institution",title_iv.mid_inc.completed_by.4yrs
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and completed within 4 years",title_iv.mid_inc.transf_completed_4yr_by.4yrs
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and completed within 4 years",title_iv.mid_inc.transf_completed_2yr_by.4yrs
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students withdrawn from original institution within 4 years",title_iv.mid_inc.withdrawn_by.4yrs
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and withdrew within 4 years",title_iv.mid_inc.transf_withdrawn_4yr_by.4yrs
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and withdrew within 4 years",title_iv.mid_inc.transf_withdrawn_2yr_by.4yrs
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who were still enrolled at original institution within 4 years",title_iv.mid_inc.still_enrolled_by.4yrs
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and were still enrolled within 4 years",title_iv.mid_inc.transf_still_enrolled_4yr_by.4yrs
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 2-year institution and were still enrolled within 4 years",title_iv.mid_inc.transf_still_enrolled_2yr_by.4yrs
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students with status unknown within 4 years at original institution",title_iv.mid_inc.unknown_by.4yrs
"Percent of middle-income (between $30,000 and $75,000 in nominal family income) students who transferred to a 4-year institution and whose status is unknown within 4 years",title_iv.mid_inc.transf_unknown_4yr_by.4yrs
